user_id,event,timestamp,device,session_id
user_0001,home,2024-01-01 23:10:48,Tablet,user_0001_s1
user_0003,home,2024-01-02 10:45:36,Tablet,user_0003_s1
user_0003,product_view,2024-01-02 10:48:49,Tablet,user_0003_s1
user_0003,add_to_cart,2024-01-02 10:55:07,Tablet,user_0003_s1
user_0004,home,2024-01-03 04:07:14,Mobile_App,user_0004_s1
user_0004,product_view,2024-01-03 04:16:53,Mobile_App,user_0004_s1
user_0005,home,2024-01-03 09:06:16,Tablet,user_0005_s1
user_0005,product_view,2024-01-03 09:11:42,Tablet,user_0005_s1
user_0005,add_to_cart,2024-01-03 09:16:10,Tablet,user_0005_s1
user_0005,checkout_click,2024-01-03 09:24:24,Tablet,user_0005_s1
user_0005,purchase,2024-01-03 09:31:13,Tablet,user_0005_s1
user_0006,home,2024-01-03 06:17:40,Tablet,user_0006_s1
user_0006,product_view,2024-01-03 06:24:38,Tablet,user_0006_s1
user_0006,add_to_cart,2024-01-03 06:34:38,Tablet,user_0006_s1
user_0007,home,2024-01-01 16:19:52,Mobile_App,user_0007_s1
user_0007,product_view,2024-01-01 16:28:53,Mobile_App,user_0007_s1
user_0007,add_to_cart,2024-01-01 16:37:12,Mobile_App,user_0007_s1
user_0007,home,2024-01-01 16:37:39,Mobile_App,user_0007_s1
user_0007,product_view,2024-01-01 16:38:20,Mobile_App,user_0007_s1
user_0007,add_to_cart,2024-01-01 16:40:05,Mobile_App,user_0007_s1
user_0007,checkout_click,2024-01-01 16:45:04,Mobile_App,user_0007_s1
user_0007,purchase,2024-01-01 16:52:22,Mobile_App,user_0007_s1
user_0008,home,2024-01-03 07:17:06,Mobile_App,user_0008_s1
user_0008,product_view,2024-01-03 07:24:48,Mobile_App,user_0008_s1
user_0008,add_to_cart,2024-01-03 07:31:52,Mobile_App,user_0008_s1
user_0008,checkout_click,2024-01-03 07:41:23,Mobile_App,user_0008_s1
user_0008,purchase,2024-01-03 07:42:04,Mobile_App,user_0008_s1
user_0009,home,2024-01-01 23:51:14,Tablet,user_0009_s1
user_0010,home,2024-01-02 18:41:09,Mobile_App,user_0010_s1
user_0010,product_view,2024-01-02 18:44:15,Mobile_App,user_0010_s1
user_0010,add_to_cart,2024-01-02 18:47:30,Mobile_App,user_0010_s1
user_0010,checkout_click,2024-01-02 18:57:03,Mobile_App,user_0010_s1
user_0010,purchase,2024-01-02 19:05:53,Mobile_App,user_0010_s1
user_0011,home,2024-01-01 11:08:50,Web_Desktop,user_0011_s1
user_0012,home,2024-01-04 00:01:52,Mobile_App,user_0012_s1
user_0012,product_view,2024-01-04 00:11:22,Mobile_App,user_0012_s1
user_0012,add_to_cart,2024-01-04 00:19:05,Mobile_App,user_0012_s1
user_0012,checkout_click,2024-01-04 00:23:00,Mobile_App,user_0012_s1
user_0012,purchase,2024-01-04 00:29:52,Mobile_App,user_0012_s1
user_0013,home,2024-01-03 18:06:57,Tablet,user_0013_s1
user_0013,product_view,2024-01-03 18:11:12,Tablet,user_0013_s1
user_0014,home,2024-01-01 16:22:47,Mobile_App,user_0014_s1
user_0014,product_view,2024-01-01 16:25:32,Mobile_App,user_0014_s1
user_0014,add_to_cart,2024-01-01 16:34:06,Mobile_App,user_0014_s1
user_0014,checkout_click,2024-01-01 16:41:32,Mobile_App,user_0014_s1
user_0014,checkout_click,2024-01-01 16:41:33,Mobile_App,user_0014_s1
user_0014,checkout_click,2024-01-01 16:41:35,Mobile_App,user_0014_s1
user_0014,purchase,2024-01-01 16:49:05,Mobile_App,user_0014_s1
user_0015,home,2024-01-03 20:57:21,Tablet,user_0015_s1
user_0015,product_view,2024-01-03 21:01:05,Tablet,user_0015_s1
user_0015,add_to_cart,2024-01-04 07:03:58,Mobile_App,user_0015_s2
user_0015,home,2024-01-04 07:05:07,Mobile_App,user_0015_s2
user_0015,product_view,2024-01-04 07:05:48,Mobile_App,user_0015_s2
user_0015,add_to_cart,2024-01-04 07:06:07,Mobile_App,user_0015_s2
user_0015,checkout_click,2024-01-04 07:16:00,Tablet,user_0015_s2
user_0015,checkout_click,2024-01-04 07:16:01,Tablet,user_0015_s2
user_0015,checkout_click,2024-01-04 07:16:02,Tablet,user_0015_s2
user_0015,purchase,2024-01-04 07:20:34,Tablet,user_0015_s2
user_0016,home,2024-01-02 06:26:32,Web_Desktop,user_0016_s1
user_0016,product_view,2024-01-02 06:31:33,Web_Desktop,user_0016_s1
user_0016,add_to_cart,2024-01-02 06:39:48,Web_Desktop,user_0016_s1
user_0016,checkout_click,2024-01-02 06:49:47,Web_Desktop,user_0016_s1
user_0016,purchase,2024-01-02 06:53:31,Web_Desktop,user_0016_s1
user_0017,home,2024-01-02 22:21:38,Mobile_App,user_0017_s1
user_0017,product_view,2024-01-02 22:31:11,Mobile_App,user_0017_s1
user_0018,home,2024-01-04 02:07:32,Mobile_App,user_0018_s1
user_0018,product_view,2024-01-04 02:12:14,Mobile_App,user_0018_s1
user_0018,add_to_cart,2024-01-04 07:13:24,Web_Desktop,user_0018_s2
user_0018,checkout_click,2024-01-04 07:22:49,Mobile_App,user_0018_s2
user_0019,home,2024-01-03 01:16:44,Web_Desktop,user_0019_s1
user_0020,home,2024-01-04 09:07:40,Mobile_App,user_0020_s1
user_0020,product_view,2024-01-04 09:14:28,Mobile_App,user_0020_s1
user_0020,add_to_cart,2024-01-04 09:22:26,Mobile_App,user_0020_s1
user_0020,checkout_click,2024-01-04 09:31:57,Mobile_App,user_0020_s1
user_0020,checkout_click,2024-01-04 09:31:59,Mobile_App,user_0020_s1
user_0020,checkout_click,2024-01-04 09:32:00,Mobile_App,user_0020_s1
user_0020,purchase,2024-01-04 09:34:47,Mobile_App,user_0020_s1
user_0021,home,2024-01-02 18:13:21,Mobile_App,user_0021_s1
user_0021,product_view,2024-01-02 18:18:21,Mobile_App,user_0021_s1
user_0021,add_to_cart,2024-01-02 18:23:08,Mobile_App,user_0021_s1
user_0021,checkout_click,2024-01-02 18:25:12,Mobile_App,user_0021_s1
user_0021,purchase,2024-01-02 18:26:27,Mobile_App,user_0021_s1
user_0022,home,2024-01-01 09:28:47,Mobile_App,user_0022_s1
user_0022,product_view,2024-01-01 09:31:11,Mobile_App,user_0022_s1
user_0024,home,2024-01-03 08:03:32,Mobile_App,user_0024_s1
user_0024,product_view,2024-01-03 08:10:58,Mobile_App,user_0024_s1
user_0024,add_to_cart,2024-01-03 08:14:06,Mobile_App,user_0024_s1
user_0025,home,2024-01-02 05:58:31,Mobile_App,user_0025_s1
user_0025,product_view,2024-01-02 06:03:15,Mobile_App,user_0025_s1
user_0025,add_to_cart,2024-01-02 06:05:35,Mobile_App,user_0025_s1
user_0026,home,2024-01-03 21:18:23,Mobile_App,user_0026_s1
user_0026,product_view,2024-01-03 21:22:10,Mobile_App,user_0026_s1
user_0026,add_to_cart,2024-01-03 21:27:25,Mobile_App,user_0026_s1
user_0026,checkout_click,2024-01-03 21:32:40,Mobile_App,user_0026_s1
user_0026,purchase,2024-01-03 21:42:19,Mobile_App,user_0026_s1
user_0027,home,2024-01-03 03:06:01,Mobile_App,user_0027_s1
user_0028,home,2024-01-03 16:29:04,Tablet,user_0028_s1
user_0028,product_view,2024-01-03 16:32:48,Tablet,user_0028_s1
user_0028,add_to_cart,2024-01-03 16:40:44,Tablet,user_0028_s1
user_0028,home,2024-01-03 16:42:37,Tablet,user_0028_s1
user_0028,product_view,2024-01-03 16:43:55,Tablet,user_0028_s1
user_0028,add_to_cart,2024-01-03 16:45:32,Tablet,user_0028_s1
user_0028,checkout_click,2024-01-03 16:49:23,Tablet,user_0028_s1
user_0029,home,2024-01-03 03:44:46,Web_Desktop,user_0029_s1
user_0029,product_view,2024-01-03 03:50:50,Web_Desktop,user_0029_s1
user_0029,add_to_cart,2024-01-03 03:56:22,Web_Desktop,user_0029_s1
user_0030,home,2024-01-03 09:48:41,Tablet,user_0030_s1
user_0030,product_view,2024-01-03 09:56:31,Tablet,user_0030_s1
user_0030,add_to_cart,2024-01-03 10:02:30,Tablet,user_0030_s1
user_0030,checkout_click,2024-01-03 10:06:38,Tablet,user_0030_s1
user_0030,purchase,2024-01-03 10:10:01,Tablet,user_0030_s1
user_0031,home,2024-01-01 19:22:30,Tablet,user_0031_s1
user_0031,product_view,2024-01-01 19:26:50,Tablet,user_0031_s1
user_0031,add_to_cart,2024-01-01 19:29:50,Tablet,user_0031_s1
user_0031,home,2024-01-01 19:30:31,Tablet,user_0031_s1
user_0031,product_view,2024-01-01 19:31:41,Tablet,user_0031_s1
user_0031,add_to_cart,2024-01-01 19:33:09,Tablet,user_0031_s1
user_0031,checkout_click,2024-01-01 19:34:53,Tablet,user_0031_s1
user_0031,purchase,2024-01-01 19:38:42,Tablet,user_0031_s1
user_0032,home,2024-01-03 10:33:19,Web_Desktop,user_0032_s1
user_0032,product_view,2024-01-03 10:37:33,Web_Desktop,user_0032_s1
user_0033,home,2024-01-04 03:38:33,Mobile_App,user_0033_s1
user_0033,product_view,2024-01-04 03:44:27,Mobile_App,user_0033_s1
user_0033,add_to_cart,2024-01-04 03:52:30,Mobile_App,user_0033_s1
user_0033,checkout_click,2024-01-04 04:01:36,Mobile_App,user_0033_s1
user_0033,purchase,2024-01-04 04:09:42,Mobile_App,user_0033_s1
user_0034,home,2024-01-02 05:56:23,Web_Desktop,user_0034_s1
user_0034,product_view,2024-01-02 06:00:57,Web_Desktop,user_0034_s1
user_0034,add_to_cart,2024-01-02 06:02:46,Web_Desktop,user_0034_s1
user_0035,home,2024-01-03 03:24:09,Tablet,user_0035_s1
user_0036,home,2024-01-03 13:21:50,Tablet,user_0036_s1
user_0036,product_view,2024-01-03 13:28:49,Tablet,user_0036_s1
user_0036,add_to_cart,2024-01-03 13:35:19,Tablet,user_0036_s1
user_0036,checkout_click,2024-01-03 13:42:58,Tablet,user_0036_s1
user_0036,purchase,2024-01-03 13:47:13,Tablet,user_0036_s1
user_0037,home,2024-01-03 23:21:24,Web_Desktop,user_0037_s1
user_0037,product_view,2024-01-03 23:29:52,Web_Desktop,user_0037_s1
user_0037,add_to_cart,2024-01-03 23:39:28,Web_Desktop,user_0037_s1
user_0037,home,2024-01-03 23:40:28,Web_Desktop,user_0037_s1
user_0037,product_view,2024-01-03 23:41:53,Web_Desktop,user_0037_s1
user_0037,add_to_cart,2024-01-03 23:43:15,Web_Desktop,user_0037_s1
user_0037,checkout_click,2024-01-03 23:45:10,Web_Desktop,user_0037_s1
user_0038,home,2024-01-03 20:17:58,Mobile_App,user_0038_s1
user_0038,product_view,2024-01-03 20:25:39,Mobile_App,user_0038_s1
user_0038,add_to_cart,2024-01-03 20:27:32,Mobile_App,user_0038_s1
user_0038,checkout_click,2024-01-03 20:28:55,Mobile_App,user_0038_s1
user_0038,purchase,2024-01-03 20:30:35,Mobile_App,user_0038_s1
user_0039,home,2024-01-01 14:52:34,Mobile_App,user_0039_s1
user_0040,home,2024-01-01 23:38:27,Mobile_App,user_0040_s1
user_0040,product_view,2024-01-01 23:41:44,Mobile_App,user_0040_s1
user_0040,add_to_cart,2024-01-01 23:44:04,Mobile_App,user_0040_s1
user_0040,checkout_click,2024-01-01 23:50:58,Mobile_App,user_0040_s1
user_0040,purchase,2024-01-01 23:52:45,Mobile_App,user_0040_s1
user_0041,home,2024-01-02 16:07:12,Tablet,user_0041_s1
user_0041,product_view,2024-01-02 16:15:00,Tablet,user_0041_s1
user_0041,add_to_cart,2024-01-02 16:16:40,Tablet,user_0041_s1
user_0042,home,2024-01-03 14:55:06,Web_Desktop,user_0042_s1
user_0042,product_view,2024-01-03 15:04:30,Web_Desktop,user_0042_s1
user_0042,add_to_cart,2024-01-03 15:09:36,Web_Desktop,user_0042_s1
user_0042,checkout_click,2024-01-04 02:18:21,Mobile_App,user_0042_s2
user_0042,purchase,2024-01-04 02:23:25,Web_Desktop,user_0042_s2
user_0043,home,2024-01-03 03:02:25,Mobile_App,user_0043_s1
user_0043,product_view,2024-01-03 03:09:23,Mobile_App,user_0043_s1
user_0043,add_to_cart,2024-01-03 03:18:19,Mobile_App,user_0043_s1
user_0044,home,2024-01-02 12:25:45,Web_Desktop,user_0044_s1
user_0045,home,2024-01-03 13:31:47,Tablet,user_0045_s1
user_0046,home,2024-01-02 13:32:45,Tablet,user_0046_s1
user_0046,product_view,2024-01-02 13:42:38,Tablet,user_0046_s1
user_0046,add_to_cart,2024-01-02 13:50:52,Tablet,user_0046_s1
user_0047,home,2024-01-02 00:51:13,Mobile_App,user_0047_s1
user_0047,product_view,2024-01-02 01:00:40,Mobile_App,user_0047_s1
user_0047,add_to_cart,2024-01-02 01:02:52,Mobile_App,user_0047_s1
user_0048,home,2024-01-03 07:20:56,Web_Desktop,user_0048_s1
